2631,22,0.000233,9.77798,12
3276,23,0.000309,10.5983,15
145,17,1.7e-05,9.9878,13
2720,25,0.000259,11.7814,17
165,16,2e-05,7.13781,10
1734,22,0.000177,9.24546,12
1741,22,0.000157,10.4373,14
439,21,6.3e-05,10.75,11
464,17,7.8e-05,7.57995,7
611,21,5.8e-05,11.5015,13
724,23,7e-05,11.7241,15
1659,23,0.000157,10.9094,11
372,19,3.8e-05,9.07508,13
1420,22,0.000128,9.65937,14
465,19,4.7e-05,8.21231,13
2130,22,0.000221,9.63501,10
794,20,8.7e-05,9.22923,10
71,21,9e-06,12.973,19
456,22,4.3e-05,11.5486,18
368,22,3.7e-05,10.9112,16
27,16,5e-06,9.63636,14
76,16,1e-05,8.56349,10
2805,25,0.000236,11.1287,15
805,22,7.7e-05,10.212,14
1666,23,0.000147,10.2856,13
2470,25,0.000217,10.3454,15
1294,21,0.00019,9.68414,15
100,13,1.3e-05,6.92818,7
1609,23,0.000145,11.262,13
225,24,2.4e-05,14.0028,16
1820,24,0.000157,11.523,14
129,16,1.5e-05,9.48165,12
37,18,1.2e-05,10.2459,16
1500,23,0.000134,10.93,13
4075,26,0.00035,11.366,14
5873,27,0.000485,12.1135,17
487,22,4.6e-05,11.7152,14
5296,26,0.000458,11.0962,14
2349,22,0.000199,9.77091,12
5296,25,0.000448,10.8577,13
125,14,1.5e-05,7.92166,8
3436,25,0.000301,11.4462,19
1193,21,0.00011,9.67131,11
9239,26,0.000784,10.2447,16
2256,24,0.000202,10.4347,14
626,24,5.7e-05,13.1572,20
92,18,1.2e-05,10.1184,14
1145,23,0.000102,11.0429,15
1201,21,0.000107,10.7251,11
5557,28,0.00049,12.4014,16
730,20,7e-05,9.97202,12
9355,27,0.000811,10.6355,15
661,19,6.3e-05,8.78661,11
2195,26,0.000194,12.0918,16
257,18,2.7e-05,9.30626,12
2440,24,0.000221,10.669,16
339,18,3.5e-05,8.48448,8
2316,24,0.000201,10.8761,12
272,23,2.8e-05,13.2102,17
3401,24,0.000293,10.8299,16
9544,27,0.000803,11.5019,19
8845,25,0.000743,9.66959,13
360,21,3.5e-05,10.3719,15
103,22,1.2e-05,13.3988,18
11359,28,0.00101,11.5511,14
406,20,4.1e-05,9.68685,16
8302,27,0.000685,11.2258,17
6762,27,0.000583,11.8587,15
2421,25,0.00021,11.361,19
3944,24,0.00034,9.62369,10
899,24,8.3e-05,11.5169,16
868,22,8.2e-05,10.5045,16
14476,27,0.001799,10.9029,15
3141,26,0.000266,11.7239,18
8979,25,0.000761,9.91499,11
1631,26,0.000142,11.6023,20
413,20,4e-05,9.50659,14
8936,26,0.00078,10.443,16
166,16,1.9e-05,8.81034,10
7986,27,0.000674,11.3541,17
490,19,4.8e-05,8.29141,11
324,25,3.1e-05,14.1706,21
56,15,8e-06,8.01087,11
83,17,1.3e-05,9.75362,13
186,15,2.1e-05,7.25786,7
2713,25,0.000233,11.4755,17
206,17,2.3e-05,9.26062,11
5691,27,0.000473,11.7959,17
1408,20,0.000128,8.11849,8
573,20,5.5e-05,9.43302,12
2764,27,0.000237,11.3301,21
2791,26,0.00024,10.9761,18
2006,22,0.000179,9.71594,12
1238,22,0.000112,10.9632,14
1016,22,9.4e-05,10.9764,12
244,19,2.6e-05,9.9358,17
722,20,7e-05,9.39641,8
2213,21,0.000191,8.09127,9
2265,24,0.000193,11.2776,14
3613,25,0.000309,10.6761,13
