579,156,0.00017,7.00877,12
437,187,0.000137,6.86951,15
430,189,0.000125,6.61075,13
466,207,0.000133,6.94545,17
16,16,7e-06,5.5,10
407,152,0.000115,6.59085,12
422,168,0.000122,6.6126,14
96,27,2.8e-05,8.05422,11
576,87,0.000179,6.73002,7
634,119,0.000182,7.05254,13
90,57,2.8e-05,6.80982,15
560,141,0.000162,6.93239,11
83,47,2.5e-05,5.89116,13
502,146,0.000176,6.7343,14
66,39,2.1e-05,6.13445,13
501,146,0.000144,6.69877,10
81,44,2.3e-05,6.51064,10
46,37,1.5e-05,7.86905,19
386,160,0.000111,6.8064,18
429,190,0.000124,6.8082,16
540,132,0.000152,6.77443,14
453,166,0.000218,6.64375,10
464,181,0.000133,6.87607,15
651,198,0.000182,7.22193,14
406,189,0.000119,6.62845,13
423,187,0.000121,6.83737,15
453,203,0.000131,6.81716,15
17,15,7e-06,5.38235,7
405,165,0.000115,6.69777,13
542,140,0.00016,6.95327,16
135,38,3.9e-05,8.6913,14
67,34,2.1e-05,7.91453,12
452,194,0.00013,6.75905,16
432,195,0.000124,6.80921,13
521,162,0.000147,6.9145,14
111,79,3.2e-05,7.82741,17
590,98,0.00017,6.83349,14
549,148,0.000161,6.89877,14
447,184,0.000146,6.72819,12
460,211,0.000132,6.95679,13
394,140,0.000111,6.4721,8
65,45,2e-05,7.79832,19
510,155,0.000149,6.72898,11
525,222,0.000148,6.77065,16
533,130,0.00015,6.88877,14
416,184,0.000117,6.96346,20
19,18,7e-06,7.47222,14
428,181,0.000122,6.7876,15
552,149,0.000187,6.85234,11
461,198,0.00013,7.30037,16
496,174,0.000244,7.07913,12
88,49,2.5e-05,7.53896,15
601,101,0.000172,6.78992,11
452,206,0.000128,7.27904,16
560,132,0.000163,6.86391,12
43,36,1.4e-05,7.33333,16
480,180,0.000148,6.94675,8
459,216,0.000132,7.02829,12
80,55,4.3e-05,7.75887,17
68,46,2.1e-05,6.6281,16
525,219,0.000151,6.79652,19
401,153,0.000115,6.59748,13
632,195,0.000199,7.22292,15
416,188,0.000118,6.95522,18
496,210,0.000142,7.47886,14
20,20,7e-06,7.91667,16
659,129,0.000191,7.1188,17
474,197,0.00014,6.95585,15
62,41,2e-05,7.63393,19
423,170,0.000123,6.56225,10
514,158,0.000147,6.83297,16
394,166,0.000114,6.625,16
420,181,0.000117,6.91263,15
410,178,0.000117,6.70621,18
386,175,0.000112,6.51458,11
448,176,0.000128,6.87753,20
389,164,0.000113,6.53546,14
466,194,0.000133,6.90413,16
453,194,0.000131,6.61615,10
442,193,0.000128,6.83655,17
590,129,0.00017,6.82882,11
454,197,0.000133,7.0087,21
57,39,1.9e-05,5.57547,11
18,17,7e-06,7.25714,13
387,149,0.000112,6.43586,7
572,175,0.000166,7.08036,17
417,179,0.000118,6.6449,11
596,175,0.000172,7.10293,17
382,168,0.000116,6.38881,8
522,150,0.000167,6.74273,12
580,151,0.000185,7.11359,21
458,208,0.000134,6.90999,18
485,176,0.000138,6.98945,12
580,152,0.000168,6.98928,14
409,152,0.000116,6.71724,12
403,161,0.000115,6.64895,17
636,186,0.000184,7.13375,8
48,29,1.5e-05,5.71591,9
613,104,0.000175,6.96051,14
450,203,0.000134,6.84375,13
