14028344,57,16.4725,27.1869,41
4415279,55,4.23757,23.3948,43
-,-,-,-,-
5253685,56,5.41243,26.6208,42
2021382,56,1.87673,28.1532,42
969356,52,0.962337,27.4165,36
7170013,52,7.95362,23.3837,30
2618503,50,2.80674,24.4245,32
313211,46,0.256606,21.5037,32
17805045,59,23.7108,27.735,43
3525006,57,3.59585,28.7505,43
32334,45,0.013214,26.2362,35
831333,46,0.856074,19.5075,36
-,-,-,-,-
-,-,-,-,-
909219,42,0.861468,18.6516,24
-,-,-,-,-
1267588,55,1.05061,27.2594,43
154092,46,0.090429,22.9871,36
1995813,52,1.88309,24.573,36
5668025,54,6.02976,26.4034,34
13338796,59,16.2012,28.2474,41
1398857,49,1.32871,24.2771,33
4691710,54,4.63173,26.3122,34
6227205,52,6.78429,24.7003,32
20161235,58,23.856,27.5853,40
11278428,53,12.4299,25.4592,33
909442,52,0.851322,27.8727,36
3917549,54,4.05663,26.1191,38
215990,47,0.145963,24.8402,35
192534,50,0.121594,28.1648,38
17025056,59,19.8412,29.2737,43
18535767,60,21.0833,30.1101,42
2063117,52,1.93226,25.9825,36
4626661,55,4.60075,26.9748,39
2309697,52,2.16343,25.7915,36
20889986,58,22.9401,27.636,40
827864,53,0.721846,28.7101,41
1118025,49,0.968449,24.2808,35
6540243,54,7.40397,26.3806,36
5727374,54,5.73021,26.1219,36
48447,42,0.026173,23.3,30
7332466,64,7.59306,33.0528,48
2731989,50,2.74785,24.6075,32
539196,51,0.518972,27.3161,39
1430455,49,1.47409,22.9179,35
179689,47,0.141981,25.4753,35
119535,49,0.07307,25.1685,39
-,-,-,-,-
4399444,53,4.95976,25.0994,39
3031922,56,3.31065,28.0748,44
11641228,56,13.4701,26.8034,38
-,-,-,-,-
7221615,56,9.12673,27.8207,40
152123,41,0.091456,20.6961,29
-,-,-,-,-
484048,50,0.378694,26.1174,36
506538,51,0.431381,25.5453,37
-,-,-,-,-
-,-,-,-,-
508957,45,0.408504,21.7271,31
1828847,57,1.74831,29.0846,43
-,-,-,-,-
5622335,51,5.75278,23.6183,31
920623,47,0.849202,22.6228,31
-,-,-,-,-
8430894,50,9.73624,23.9214,28
5471060,51,5.48258,25.118,31
4579005,53,4.55484,25.3428,37
8179227,52,8.93969,24.6644,30
557862,44,0.480158,20.6301,30
-,-,-,-,-
188717,49,0.136617,23.8731,37
1373939,56,1.17136,28.7716,46
3440513,48,3.69249,22.0602,30
7622602,57,8.2148,27.7297,41
2184110,54,2.0087,27.598,34
619299,53,0.490699,27.3807,41
68633,42,0.03073,21.7811,28
3951356,57,3.8082,26.9136,43
744209,53,0.668015,28.0517,39
-,-,-,-,-
1900358,49,1.85345,24.1278,31
10972804,55,11.933,26.659,37
158355,44,0.088535,20.8886,32
195222,45,0.134038,22.2905,35
4681483,52,4.72735,25.962,34
-,-,-,-,-
3559259,54,3.658,26.4619,38
820923,50,0.764375,26.0792,36
18150875,57,20.2865,26.8734,41
-,-,-,-,-
438960,46,0.350866,20.9652,34
276325,53,0.196628,27.7666,45
751475,50,0.660048,25.0634,34
1263033,49,1.13801,22.9222,35
191601,44,0.155182,21.2678,32
9499694,54,10.8688,25.1273,34
5342754,57,5.26865,28.7625,39
4484857,54,4.41743,25.1702,38
